"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0023052","GO:0023052","signaling",416,-0.299294359784714,-1.49519209769648,3.08117938305723e-05,0.000481576925796352,0.000374786731974213,861,"tags=22%, list=13%, signal=20%","YNL323W/YLR362W/YDR277C/YFL044C/YMR168C/YLR425W/YOR127W/YDR422C/YDL188C/YBL056W/YDR122W/YDL073W/YJR031C/YGR225W/YNL201C/YIL169C/YCL032W/YJL005W/YOR371C/YOR107W/YOL113W/YKL171W/YDR128W/YAL048C/YPR095C/YOR090C/YHR206W/YPL031C/YHL007C/YDR264C/YKR028W/YLR361C/YLR240W/YAL041W/YEL022W/YOR008C/YLR310C/YOR051C/YNL307C/YDR466W/YLR096W/YCR073C/YAL021C/YHR046C/YPL203W/YKL176C/YDL138W/YOR233W/YAL017W/YHR029C/YOR171C/YDL206W/YHR102W/YBR140C/YML121W/YIL146C/YIL147C/YHR079C/YHL023C/YIL072W/YLL016W/YNR031C/YOR360C/YBL105C/YER075C/YBR136W/YKL203C/YBR203W/YLR371W/YPL115C/YBL088C/YHR205W/YOL138C/YPL179W/YEL062W/YER155C/YIL047C/YLR422W/YAL056W/YDR006C/YHR186C/YJR066W/YCR079W/YJR138W/YDR420W/YKR031C/YFL033C/YER136W/YGL008C/YGL253W/YOR047C"
"GO:1902047","GO:1902047","polyamine transmembrane transport",11,-0.843472669129772,-2.1007190527412,3.2058148463522e-05,0.00048751490636419,0.000379407959056192,875,"tags=91%, list=14%, signal=79%","YKL174C/YBR132C/YBR043C/YPR156C/YNR055C/YGR138C/YPL274W/YHL016C/YKR039W/YOR273C"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process",57,-0.534840765028563,-2.03363678675919,3.1577320931403e-05,0.00048751490636419,0.000379407959056192,337,"tags=33%, list=5%, signal=32%","YGR240C/Q0085/YOR344C/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0044248","GO:0044248","cellular catabolic process",104,-0.441053030282957,-1.85584276330765,3.20101690054164e-05,0.00048751490636419,0.000379407959056192,739,"tags=31%, list=11%, signal=28%","YEL046C/YDR539W/YHR208W/YJR148W/YDL215C/YJR078W/YPR128C/YBR006W/YML076C/YER010C/YKL106W/YJR019C/YOL055C/YEL020C/YOR363C/YGL196W/YLR299W/YKL157W/YNL239W/YKR009C/YER043C/YGL205W/YHR037W/YFR055W/YLR044C/YLR231C/YIR023W/YLR134W/YCL064C/YLR142W/YPL095C/YGR087C"
"GO:0009060","GO:0009060","aerobic respiration",95,0.490291584199806,1.89364733885722,4.52282358452318e-05,0.000681654125953136,0.00053049660089144,852,"tags=39%, list=13%, signal=34%","YMR002W/YPL271W/YPR191W/YDR529C/YER065C/YKL148C/YKL085W/YJR121W/YOR065W/YPL262W/YNL037C/YBL030C/YJL166W/YMR030W/YNR001C/YEL039C/YBR010W/YOR136W/YFR049W/YBL045C/YJL045W/YMR081C/YNL117W/YJR048W/YFR033C/YDR148C/YMR256C/YOR355W/YLR174W/YDL067C/YGL226W/YHR001W-A/YDR031W/YDR487C/YGL191W/YML120C/YML110C"
"GO:0051603","GO:0051603","proteolysis involved in protein catabolic process",248,0.385103744042994,1.64298845861705,5.04793451100835e-05,0.000754063137573637,0.000586848837423235,1150,"tags=33%, list=18%, signal=28%","YPL106C/YJL034W/YPR103W/YHR027C/YDL007W/YBR169C/YFR004W/YAL005C/YIL075C/YBR173C/YBL041W/YNL007C/YDR363W-A/YBR101C/YGL011C/YFR010W/YFR052W/YDR427W/YGR253C/YGL048C/YBR114W/YOR261C/YKL054C/YNL155W/YDR394W/YHR200W/YDR177W/YOL038W/YJL144W/YBR158W/YGR048W/YER021W/YOR157C/YFL016C/YOR257W/YDR002W/YGR135W/YLR167W/YLR378C/YDR054C/YCL043C/YFR050C/YBL058W/YDR358W/YJR117W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YNR075W/YOR259C/YMR067C/YPL154C/YHL002W/YER012W/YBR172C/YDR255C/YMR184W/YEL012W/YGL116W/YER094C/YKR094C/YMR314W/YBR290W/YDR273W/YEL037C/YBL022C/YBR105C/YOR362C/YNR006W/YPR108W/YMR276W/YJL001W/YDR430C/YDL097C/YMR115W/YFR036W/YDL095W/YDL132W/YMR100W"
"GO:0009063","GO:0009063","amino acid catabolic process",53,-0.538302119239961,-2.03082328195526,5.20760196005394e-05,0.000771090535839566,0.000600100392072698,739,"tags=43%, list=11%, signal=39%","YEL046C/YBR145W/YHR208W/YJR148W/YDL215C/YJR078W/YBR006W/YKL106W/YGL196W/YLR098C/YNL239W/YER043C/YHR037W/YFR055W/YLR044C/YLR231C/YIR023W/YMR303C/YLR134W/YCL064C/YOL086C/YLR142W/YGR087C"
"GO:0046034","GO:0046034","ATP metabolic process",52,-0.542917201268662,-2.02298156293437,7.43192127845192e-05,0.00108305686831696,0.000842887859603124,337,"tags=37%, list=5%, signal=35%","YGR240C/Q0085/YOR344C/YLR446W/YDL021W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0042592","GO:0042592","homeostatic process",275,-0.328878411253022,-1.57006140013282,7.44280786284169e-05,0.00108305686831696,0.000842887859603124,1128,"tags=30%, list=17%, signal=26%","YPR138C/YDR135C/YDL035C/YHR050W/YDL185W/YPL036W/YGL166W/YER125W/YGR038W/YJR033C/YMR116C/YBL067C/YDR376W/YDR107C/YGR121C/YOR270C/YLR253W/YER113C/YCR044C/YJL110C/YPL109C/YKL168C/YLL051C/YMR058W/YHL040C/YGL141W/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YGL227W/YCR008W/YLR220W/YIL090W/YNL201C/YOR371C/YCL017C/YDR436W/YAL048C/YJR106W/YPL031C/YAL053W/YJL129C/YDR506C/YMR304W/YBR043C/YEL027W/YPL203W/YDL138W/YDL206W/YHR106W/YGR240C/YBR295W/YNL087W/YLR087C/YOL152W/YDR270W/YKR021W/YOL130W/YLR446W/YOR384W/YEL065W/YGR257C/YLR214W/YBR235W/YMR021C/YAL056W/YFL050C/YIR033W/YOR381W/YGL008C/YPR194C/YLR447C/YLR023C/YER132C/YDR089W/YDR492W/YGL253W/YNL142W/YOL002C/YKR034W"
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process",94,-0.447126450888298,-1.85925691347967,7.60423961915734e-05,0.00109709029719125,0.00085380936074749,1503,"tags=49%, list=23%, signal=38%","YNL106C/YGR170W/YPL076W/YPR113W/YJR013W/YDR287W/YCL004W/YNL267W/YJL062W/YGR007W/YOR149C/YOR311C/YPL175W/YDR147W/YLR386W/YFL025C/YLR305C/YLR088W/YLR459W/YIL039W/YDR434W/YGR046W/YCR044C/YLL031C/YOR175C/YLR347C/YOR109W/YNL264C/YNL054W/YIL002C/YHR123W/YDR017C/YLR240W/YLR133W/YGL142C/YGR149W/YNL169C/YHR046C/YBR029C/YCR017C/YKR070W/YCL052C/YER043C/YNL130C/YKR031C/YGR157W"
"GO:0035672","GO:0035672","oligopeptide transmembrane transport",10,-0.840929678537918,-2.04333133904305,8.14146959850684e-05,0.00115485720019156,0.000898766391767937,76,"tags=60%, list=1%, signal=59%","YGL114W/YLR188W/YPR194C/YKR093W/YJL212C/YJR152W"
"GO:0006555","GO:0006555","methionine metabolic process",35,0.620531120744956,1.98953571531555,8.12787155458048e-05,0.00115485720019156,0.000898766391767937,416,"tags=34%, list=6%, signal=32%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YER052C/YLL062C/YNL103W/YGR204W/YGL184C"
"GO:1901135","GO:1901135","carbohydrate derivative metabolic process",312,-0.317266323117742,-1.52474935954949,8.24743573990565e-05,0.00116013929408006,0.00090287717573704,1322,"tags=32%, list=20%, signal=27%","YMR278W/YDR221W/YBL061C/YJL062W/YNL219C/YMR237W/YDR371W/YLR020C/YGR061C/YML019W/YJL183W/YOL141W/YOR149C/YPL175W/YLR057W/YBL082C/YLR354C/YNL048W/YEL058W/YDR400W/YLR359W/YDL185W/YKR027W/YCL047C/YBR199W/YOR393W/YFL025C/YFL053W/YLR088W/YLR459W/YDR072C/YIL039W/YDR434W/YGL027C/YJR133W/YHL011C/YCR044C/YIL014W/YMR120C/YLL031C/YJL139C/YNR059W/YJR075W/YOL059W/YAR015W/YBR127C/YMR205C/YDR483W/YMR013C/YOR299W/YJL005W/YOR336W/YPL273W/YER099C/YOR347C/YOL056W/YOR120W/YER005W/YGR192C/YOR320C/YGR036C/YDR399W/YNL029C/YGL257C/YGL142C/YML070W/YGR256W/YMR271C/YOL061W/YOR002W/YGR240C/YJR105W/YCR017C/Q0085/YKL181W/YNR012W/YCL052C/YOR344C/YOR067C/YLR446W/YDL021W/YJR061W/YER043C/YNL129W/YJR009C/YDR050C/YBR196C/YOL136C/YPL075W/YGR254W/YGL253W/YOR047C/YHR183W/YJL116C/YKL152C/YKL060C/YHR174W/YAL038W/YCR012W/YJL052W"
"GO:0030163","GO:0030163","protein catabolic process",276,0.368791780250284,1.59750676523133,8.56582426023879e-05,0.00119496788027133,0.000929982486018096,1150,"tags=32%, list=18%, signal=27%","YPL106C/YKR075C/YJL034W/YPR103W/YHR027C/YDL007W/YBR286W/YBR169C/YFR004W/YAL005C/YIL075C/YBR173C/YDL079C/YBL041W/YNL007C/YDR363W-A/YBR101C/YKL101W/YGL011C/YFR010W/YFR052W/YDR427W/YGR253C/YGL048C/YBR114W/YOR261C/YKL054C/YNL155W/YDR394W/YHR200W/YDR177W/YOL038W/YJL144W/YBR158W/YGR048W/YER021W/YOR157C/YFL016C/YOR257W/YDR002W/YGR135W/YLR167W/YLR378C/YDR054C/YCL043C/YFR050C/YBL058W/YDR358W/YJR117W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YNR075W/YOR259C/YMR067C/YPL154C/YHL002W/YER012W/YBR172C/YDR255C/YMR184W/YEL012W/YJL151C/YGL116W/YER094C/YKR094C/YMR314W/YBR290W/YDR273W/YEL037C/YBL022C/YBR105C/YOR362C/YNR006W/YPR108W/YMR276W/YJL001W/YDR430C/YDL097C/YMR115W/YFR036W/YDL095W/YDL132W/YMR100W"
"GO:0019725","GO:0019725","cellular homeostasis",244,-0.340466480227415,-1.60604500230436,8.71598249856501e-05,0.00120594905389981,0.00093852857275316,1128,"tags=31%, list=17%, signal=27%","YPR138C/YDR135C/YDL035C/YHR050W/YDL185W/YPL036W/YGL166W/YER125W/YGR038W/YJR033C/YMR116C/YBL067C/YDR376W/YDR107C/YGR121C/YOR270C/YER113C/YCR044C/YJL110C/YKL168C/YLL051C/YMR058W/YHL040C/YGL141W/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YGL227W/YCR008W/YLR220W/YIL090W/YNL201C/YOR371C/YCL017C/YDR436W/YJR106W/YJL129C/YDR506C/YMR304W/YBR043C/YEL027W/YPL203W/YDL138W/YDL206W/YHR106W/YGR240C/YBR295W/YOL152W/YDR270W/YKR021W/YOL130W/YLR446W/YOR384W/YEL065W/YGR257C/YLR214W/YBR235W/YMR021C/YAL056W/YFL050C/YIR033W/YOR381W/YGL008C/YPR194C/YLR447C/YLR023C/YER132C/YDR089W/YDR492W/YGL253W/YNL142W/YOL002C/YKR034W"
"GO:0030001","GO:0030001","metal ion transport",107,-0.427395621920811,-1.81195449139132,9.68972014785504e-05,0.00132977622842108,0.00103489694005332,1433,"tags=46%, list=22%, signal=36%","YBR192W/YKR052C/YNL321W/YLR130C/YLR047C/YOR079C/YPL224C/YLR034C/YDR205W/YMR038C/YDR135C/YHR050W/YGL255W/YNL291C/YDL183C/YMR034C/YOR382W/YLL051C/YMR058W/YHL040C/YGL160W/YKL175W/YHR175W/YIL121W/YLR220W/YLL015W/YLR443W/YAL048C/YGR192C/YJL129C/YOR383C/YDR506C/YGR281W/YGR217W/YML123C/YBR295W/YOL152W/YDR270W/YPR124W/YGR191W/YLR411W/YOL130W/YOR384W/YEL065W/YLR214W/YBR235W/YFL050C/YOR381W/YMR319C"
"GO:0042886","GO:0042886","amide transport",37,-0.59230978622362,-2.02644089397833,9.91049507185662e-05,0.00134910610333016,0.00104994039470943,1182,"tags=46%, list=18%, signal=38%","YOR071C/YHR073W/YGL114W/YGR184C/YHR002W/YBR220C/YLR188W/YCR028C/YNL087W/YIR028W/YLR237W/YEL062W/YPR194C/YKR093W/YHL016C/YJL212C/YJR152W"
"GO:0042407","GO:0042407","cristae formation",11,0.824212388243593,1.97877949851528,0.000104740461994927,0.0014144151987795,0.00110076712900774,1037,"tags=91%, list=16%, signal=76%","YDR322C-A/YCL057C-A/YBR262C/YKR016W/YLR295C/YFR011C/YPR020W/YLR168C/YGR235C/YOR211C"
"GO:0044272","GO:0044272","sulfur compound biosynthetic process",84,0.483134154656739,1.82518629805216,0.000116723851952706,0.0015637290642553,0.00121697048652445,416,"tags=21%, list=6%, signal=20%","YKL001C/YPR167C/YFR030W/YLR303W/YKR069W/YJR010W/YMR009W/YIR017C/YNL277W/YAL012W/YER052C/YJL101C/YLL062C/YLL027W/YJR137C/YNL103W/YGR204W/YGL184C"
"GO:0046486","GO:0046486","glycerolipid metabolic process",141,-0.394692586239985,-1.73774598893153,0.000121602785338304,0.001616263792528,0.00125785558310985,1515,"tags=44%, list=23%, signal=34%","YJR110W/YNL106C/YGR170W/YOR245C/YPL076W/YPR113W/YJR013W/YML059C/YDR287W/YCL004W/YNL267W/YJL062W/YGR007W/YMR008C/YOR149C/YOR311C/YOR081C/YPL175W/YOL065C/YDR147W/YLR386W/YBR042C/YFL025C/YPL103C/YLR305C/YLR088W/YLR459W/YDR072C/YIL039W/YDR434W/YGR046W/YCR044C/YLL031C/YOR175C/YLR347C/YOR109W/YNL264C/YNL054W/YIL002C/YHR123W/YDR017C/YLR240W/YLR133W/YGL142C/YGR149W/YNL169C/YHR046C/YBR029C/YKL212W/YOR093C/YNL087W/YPR147C/YCR017C/YKR070W/YCR068W/YPL206C/YCL052C/YPL110C/YER043C/YNL130C/YKR031C/YGR157W"
"GO:0000041","GO:0000041","transition metal ion transport",69,-0.486387984222055,-1.90725227124383,0.000128353396395377,0.00169266041496404,0.0013173111735315,1398,"tags=55%, list=22%, signal=44%","YKR052C/YLR130C/YLR047C/YOR079C/YPL224C/YLR034C/YDR205W/YMR038C/YDR135C/YHR050W/YGL255W/YOR382W/YLL051C/YMR058W/YHL040C/YGL160W/YKL175W/YHR175W/YIL121W/YLR220W/YLL015W/YAL048C/YGR192C/YOR383C/YDR506C/YGR281W/YML123C/YBR295W/YOL152W/YDR270W/YPR124W/YGR191W/YLR411W/YOR384W/YEL065W/YLR214W/YOR381W/YMR319C"
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding",16,0.758982288979303,1.98714925852215,0.000129663616223456,0.00169668359833483,0.00132044221172479,658,"tags=56%, list=10%, signal=51%","YER103W/YLL026W/YOR020C/YJL034W/YJR045C/YAL005C/YNL007C/YFL016C/YLL024C"
"GO:0009067","GO:0009067","aspartate family amino acid biosynthetic process",49,0.560888775034559,1.90389861535329,0.000131016736221659,0.00170120192878585,0.00132395859760834,416,"tags=27%, list=6%, signal=25%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YER052C/YLL062C/YGR124W/YNL103W/YGR204W/YGL184C"
"GO:0009086","GO:0009086","methionine biosynthetic process",32,0.639480815707882,2.0073416613903,0.000142102878187041,0.00183106609450172,0.0014250252469058,416,"tags=38%, list=6%, signal=35%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YER052C/YLL062C/YNL103W/YGR204W/YGL184C"
"GO:0051084","GO:0051084","'de novo' post-translational protein folding",24,0.680289017776286,2.0239836732323,0.000148680304828528,0.00190130571629209,0.0014796891581021,658,"tags=38%, list=10%, signal=34%","YER103W/YLL026W/YOR020C/YJL034W/YJR045C/YAL005C/YNL007C/YFL016C/YLL024C"
"GO:0009074","GO:0009074","aromatic amino acid family catabolic process",14,-0.763954137959012,-2.00609392969162,0.00015349633071539,0.00194813388156074,0.0015161331280792,593,"tags=43%, list=9%, signal=39%","YJR078W/YML076C/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:0006569","GO:0006569","L-tryptophan catabolic process",10,-0.826660866490872,-2.00866029392387,0.000181120689333774,0.00224802737937802,0.00174952492483398,593,"tags=50%, list=9%, signal=45%","YJR078W/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:0042436","GO:0042436","indole-containing compound catabolic process",10,-0.826660866490872,-2.00866029392387,0.000181120689333774,0.00224802737937802,0.00174952492483398,593,"tags=50%, list=9%, signal=45%","YJR078W/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:1902222","GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",10,-0.826660866490872,-2.00866029392387,0.000181120689333774,0.00224802737937802,0.00174952492483398,593,"tags=50%, list=9%, signal=45%","YJR078W/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane",22,0.694072622606015,1.99894845135149,0.000189855012620859,0.0023131370822689,0.00180019648208505,1332,"tags=64%, list=21%, signal=51%","YER103W/YJL034W/YHR193C/YAL005C/YPL037C/YER019C-A/YDR086C/YKL122C/YLR378C/YLL024C/YDL092W/YDR252W/YPL210C/YML105C"
"GO:0008535","GO:0008535","respiratory chain complex IV assembly",29,0.64555094268127,1.99304542048872,0.000190477520400105,0.0023131370822689,0.00180019648208505,1363,"tags=62%, list=21%, signal=49%","YLL009C/YDR079W/YLR218C/YPL189C-A/YJR034W/YML129C/YBR024W/YKL137W/YJL062W-A/YLR203C/YMR244C-A/YNR018W/YER058W/YDR231C/YDR381C-A/YML030W/YLR038C/YNL005C"
"GO:0033617","GO:0033617","mitochondrial cytochrome c oxidase assembly",29,0.64555094268127,1.99304542048872,0.000190477520400105,0.0023131370822689,0.00180019648208505,1363,"tags=62%, list=21%, signal=49%","YLL009C/YDR079W/YLR218C/YPL189C-A/YJR034W/YML129C/YBR024W/YKL137W/YJL062W-A/YLR203C/YMR244C-A/YNR018W/YER058W/YDR231C/YDR381C-A/YML030W/YLR038C/YNL005C"
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction",70,-0.4694427909242,-1.84507828587944,0.000199711438674579,0.00240794934630493,0.00187398402605921,788,"tags=31%, list=12%, signal=28%","YLR425W/YOR127W/YJR031C/YJL005W/YOR371C/YAL048C/YPR095C/YEL022W/YOR008C/YLR310C/YPL203W/YBR140C/YHL023C/YLL016W/YKL203C/YLR371W/YPL115C/YER155C/YLR422W/YAL056W/YJR138W/YER136W"
"GO:0044088","GO:0044088","regulation of vacuole organization",26,-0.640732667948308,-2.00511274002248,0.000216539161639273,0.00259232698473116,0.00201747572770297,861,"tags=38%, list=13%, signal=33%","YNL323W/YDL188C/YFR021W/YPL236C/YHL023C/YEL062W/YJR138W/YPR194C/YGR254W/YHR174W"
"GO:0006643","GO:0006643","membrane lipid metabolic process",87,-0.434641362317972,-1.78820903290537,0.000236074198217428,0.00280629046895084,0.00218399258247109,1480,"tags=43%, list=23%, signal=33%","YJL134W/YOR245C/YPL076W/YPL145C/YJR013W/YJL062W/YHL003C/YOR149C/YPL175W/YER093C/YBR265W/YBR159W/YMR160W/YFL025C/YLR088W/YGR038W/YLR459W/YDR072C/YIL039W/YDR434W/YCR044C/YPL221W/YLL031C/YAL053W/YER005W/YGL142C/YOR171C/YKL008C/YCR017C/YCL052C/YGL139W/YHR205W/YMR272C/YGR143W/YJR066W/YPL006W/YJL196C"
"GO:0045017","GO:0045017","glycerolipid biosynthetic process",98,-0.422578393222522,-1.75462604523205,0.000239473219859328,0.00282678877708074,0.00219994536904263,1503,"tags=48%, list=23%, signal=37%","YNL106C/YGR170W/YOR245C/YPL076W/YPR113W/YJR013W/YDR287W/YCL004W/YNL267W/YJL062W/YGR007W/YOR149C/YOR311C/YPL175W/YDR147W/YLR386W/YFL025C/YLR305C/YLR088W/YLR459W/YIL039W/YDR434W/YGR046W/YCR044C/YLL031C/YOR175C/YLR347C/YOR109W/YNL264C/YNL054W/YIL002C/YHR123W/YDR017C/YLR240W/YLR133W/YGL142C/YGR149W/YNL169C/YHR046C/YBR029C/YCR017C/YKR070W/YCL052C/YER043C/YNL130C/YKR031C/YGR157W"
"GO:0044282","GO:0044282","small molecule catabolic process",134,-0.38976026443314,-1.70891535452394,0.000241970608470164,0.00283643324373359,0.00220745116499097,739,"tags=31%, list=11%, signal=28%","YEL046C/YMR205C/YDR539W/YHR208W/YJR148W/YDL215C/YOR040W/YJR078W/YOR120W/YPR128C/YBR006W/YML076C/YER010C/YKL106W/YHR046C/YML070W/YJR019C/YJR096W/YOL055C/YGR240C/YEL020C/YOR363C/YGL196W/YPL280W/YNL239W/YGL156W/YKR009C/YOR391C/YER043C/YGL205W/YHR037W/YFR055W/YLR044C/YLR231C/YIR023W/YDR050C/YLR134W/YBR208C/YCL064C/YLR142W/YPL095C/YGR087C"
"GO:1902531","GO:1902531","regulation of intracellular signal transduction",98,-0.4213363027376,-1.74946864875761,0.000256952717072144,0.00299128404426055,0.00232796363634146,766,"tags=29%, list=12%, signal=26%","YDL188C/YDR122W/YJR031C/YNL201C/YOR371C/YOL113W/YDR128W/YPR095C/YHR206W/YPL031C/YHL007C/YLR361C/YEL022W/YOR051C/YLR096W/YKL176C/YBR140C/YML121W/YHL023C/YER075C/YKL203C/YPL115C/YOL138C/YEL062W/YER155C/YAL056W/YJR138W/YGL008C"
"GO:0009070","GO:0009070","serine family amino acid biosynthetic process",24,0.66919703643156,1.9909830094572,0.000259766999645921,0.00300333353015284,0.0023373411359633,599,"tags=42%, list=9%, signal=38%","YKL001C/YPR167C/YLR303W/YIR017C/YFL018C/YAL012W/YER052C/YIL074C/YNL103W/YNL135C"
"GO:0006633","GO:0006633","fatty acid biosynthetic process",31,-0.594361985338125,-1.95088654151923,0.000292038479566564,0.00335347587420653,0.00260983904403202,388,"tags=52%, list=6%, signal=49%","YBR159W/YOR221C/YER125W/YBR026C/YER061C/YDL015C/YNR016C/YMR207C/YHR067W/YPL231W/YIR033W/YMR272C/YKL182W/YJL196C/YPL095C/YGL055W"
"GO:0009968","GO:0009968","negative regulation of signal transduction",50,-0.517604492208187,-1.91139204774188,0.000299805402169191,0.00337381012574396,0.00262566415373439,1662,"tags=52%, list=26%, signal=39%","YDR162C/YOL001W/YMR055C/YDL240W/YBL046W/YIL113W/YNL053W/YDR389W/YDR103W/YLR452C/YMR116C/YNL201C/YOR371C/YPL031C/YDR264C/YLR361C/YBR140C/YHL023C/YER075C/YPL115C/YPL179W/YEL062W/YER155C/YAL056W/YJR138W/YGL253W"
"GO:0010648","GO:0010648","negative regulation of cell communication",50,-0.517604492208187,-1.91139204774188,0.000299805402169191,0.00337381012574396,0.00262566415373439,1662,"tags=52%, list=26%, signal=39%","YDR162C/YOL001W/YMR055C/YDL240W/YBL046W/YIL113W/YNL053W/YDR389W/YDR103W/YLR452C/YMR116C/YNL201C/YOR371C/YPL031C/YDR264C/YLR361C/YBR140C/YHL023C/YER075C/YPL115C/YPL179W/YEL062W/YER155C/YAL056W/YJR138W/YGL253W"
"GO:0023057","GO:0023057","negative regulation of signaling",50,-0.517604492208187,-1.91139204774188,0.000299805402169191,0.00337381012574396,0.00262566415373439,1662,"tags=52%, list=26%, signal=39%","YDR162C/YOL001W/YMR055C/YDL240W/YBL046W/YIL113W/YNL053W/YDR389W/YDR103W/YLR452C/YMR116C/YNL201C/YOR371C/YPL031C/YDR264C/YLR361C/YBR140C/YHL023C/YER075C/YPL115C/YPL179W/YEL062W/YER155C/YAL056W/YJR138W/YGL253W"
"GO:0019344","GO:0019344","cysteine biosynthetic process",10,0.817698015809484,1.88760355506249,0.000315672108546737,0.00351371642798276,0.002734546085135,380,"tags=60%, list=6%, signal=57%","YKL001C/YPR167C/YLR303W/YIR017C/YAL012W/YNL103W"
"GO:0006066","GO:0006066","alcohol metabolic process",132,-0.388229652037524,-1.69379026928274,0.000316401005363377,0.00351371642798276,0.002734546085135,1359,"tags=48%, list=21%, signal=38%","YDR368W/YMR083W/YNL032W/YDR287W/YPL268W/YGL256W/YJL153C/YDR081C/YNL009W/YML008C/YLR251W/YLR228C/YPL103C/YFL053W/YER125W/YCR048W/YMR318C/YDL080C/YDR315C/YMR220W/YNL280C/YJL167W/YML126C/YOL059W/YNR019W/YBR145W/YHR190W/YPR121W/YDR017C/YMR208W/YMR226C/YOR120W/YLR410W/YDL085W/YCR105W/YGL012W/YHR046C/YLR450W/YML070W/YMR202W/YOR171C/YOL055C/YHR079C/YAL061W/YLR100W/YPL028W/YGR144W/YLR044C/YHR072W/YNR043W/YGL001C/YDR050C/YGR175C/YMR303C/YLR056W/YLR134W/YIL053W/YHR007C/YML075C/YOL086C/YMR015C/YGR060W/YGR087C"
"GO:0042254","GO:0042254","ribosome biogenesis",400,0.327494715709712,1.46793241762386,0.000342821567888756,0.00378224056598836,0.00294352471087146,1835,"tags=38%, list=28%, signal=29%","YHR087W/YDR500C/YER131W/YGR285C/YLR192C/YKL032C/YLR293C/YDR447C/YLL046C/YLR204W/YIL052C/YDR432W/YPR169W/YKL009W/YLR185W/YGL078C/YBR189W/YGL173C/YGL189C/YJL136C/YDL208W/YJR113C/YLR167W/YNL147W/YLR387C/YOR185C/YMR230W/YBR279W/YER074W/YLR068W/YLR438C-A/YOR206W/YGR103W/YPR132W/YOR310C/YLR009W/YGR085C/YLR175W/YOR167C/YER146W/YER056C-A/YDL136W/YNL002C/YDL191W/YLR340W/YNL308C/YLR074C/YKL172W/YLR059C/YOR201C/YDL213C/YOR119C/YKR094C/YNR037C/YOL121C/YFR031C-A/YKL186C/YFR001W/YGL029W/YER112W/YIL063C/YDR299W/YNL302C/YJL148W/YDR083W/YGR276C/YLR344W/YHR065C/YGR271C-A/YMR269W/YCR016W/YFL002C/YHR196W/YLR145W/YMR014W/YOR078W/YPR143W/YDL014W/YER002W/YNR054C/YPL239W/YNL113W/YDL031W/YDR060W/YGR251W/YHR088W/YNL110C/YMR143W/YDL083C/YOL144W/YPL146C/YDR064W/YHR081W/YJL041W/YIL137C/YOR293W/YBR257W/YKL006W/YNR024W/YOR369C/YPL043W/YAL035W/YIL070C/YHR034C/YDL148C/YDR361C/YGR280C/YNL096C/YHR072W-A/YDR025W/YDR159W/YPL183W-A/YEL054C/YGR095C/YBR154C/YML073C/YLR196W/YBL026W/YER082C/YHL015W/YDR339C/YDL166C/YDR156W/YNL178W/YKR057W/YLL008W/YML093W/YPR041W/YLR051C/YHR066W/YFL023W/YOR340C/YMR047C/YLR264W/YDR450W/YKL082C/YOL040C/YHR052W/YDR365C/YLL011W/YBR267W/YGL099W/YCL054W/YMR049C/YLR276C/YHL001W/YGR081C/YDR418W/YLR435W/YMR128W/YNL227C/YJR123W/YDL153C"
