"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0000165","GO:0000165","MAPK cascade",38,-0.49009875253883,-1.69256126222587,0.00570114013811325,0.0371441505288265,0.0289073957719977,1849,"tags=45%, list=29%, signal=32%","YBR103W/YGR040W/YDR162C/YOR231W/YIL113W/YNL053W/YNL298W/YDR103W/YLR362W/YDL073W/YCL032W/YOL113W/YHL007C/YDR466W/YCR073C/YNR031C/YER075C"
"GO:0009308","GO:0009308","amine metabolic process",29,-0.519267389161882,-1.68103649032504,0.00572125541320788,0.0371441505288265,0.0289073957719977,823,"tags=31%, list=13%, signal=27%","YPL103C/YPR069C/YHR068W/YJR078W/YLR044C/YLR231C/YMR170C/YLR134W/YGR087C"
"GO:0019318","GO:0019318","hexose metabolic process",78,-0.393534896489138,-1.58588470955688,0.00567808595043654,0.0371441505288265,0.0289073957719977,215,"tags=22%, list=3%, signal=21%","YGL156W/YLR446W/YML051W/YLR044C/YJR009C/YDR050C/YBR196C/YOL136C/YLR134W/YGL253W/YOL086C/YOR047C/YOL126C/YKL152C/YKL060C/YCR012W/YJL052W"
"GO:0032988","GO:0032988","protein-RNA complex disassembly",10,0.740182418522793,1.70866375799535,0.00575728297405215,0.0372348416099618,0.0289779760097483,203,"tags=30%, list=3%, signal=29%","YLL026W/YAL005C/YHL034C"
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport",36,0.53109369255255,1.71199638918352,0.0058063540132826,0.0372397597074593,0.028981803513912,1026,"tags=47%, list=16%, signal=40%","YPR191W/YDR529C/YKL148C/YOR065W/YJL166W/YEL039C/YJL045W/YJR048W/YFR033C/YMR256C/YDL067C/YGL226W/YHR001W-A/YGL191W/YML120C/YLR395C/YPR140W"
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport",36,0.53109369255255,1.71199638918352,0.0058063540132826,0.0372397597074593,0.028981803513912,1026,"tags=47%, list=16%, signal=40%","YPR191W/YDR529C/YKL148C/YOR065W/YJL166W/YEL039C/YJL045W/YJR048W/YFR033C/YMR256C/YDL067C/YGL226W/YHR001W-A/YGL191W/YML120C/YLR395C/YPR140W"
"GO:0006508","GO:0006508","proteolysis",348,0.309183899425005,1.369921689112,0.00582422782154577,0.0372397597074593,0.028981803513912,1150,"tags=28%, list=18%, signal=24%","YPL106C/YJL034W/YPR191W/YPR103W/YHR027C/YDL007W/YBR286W/YBR169C/YFR004W/YAL005C/YIL075C/YBR173C/YBL041W/YNL007C/YDR363W-A/YBR101C/YBL091C/YGL011C/YFR010W/YFR052W/YDR427W/YGR253C/YGL048C/YBR114W/YOR261C/YKL054C/YNL155W/YMR089C/YLR178C/YDR394W/YHR200W/YDR177W/YBL045C/YOL038W/YJL144W/YBR158W/YGR048W/YER021W/YKL103C/YOR157C/YFL016C/YOR257W/YDR002W/YGR135W/YLR167W/YLR378C/YDR054C/YCL043C/YFR050C/YBL058W/YDR358W/YJR117W/YLL024C/YDL126C/YDR219C/YML092C/YBR082C/YPL009C/YNL015W/YLR179C/YNR075W/YOR259C/YMR067C/YPL154C/YHL002W/YER012W/YBR172C/YDR255C/YMR184W/YER098W/YEL012W/YML055W/YER017C/YGL116W/YER094C/YKR094C/YMR314W/YMR114C/YDR144C/YBR290W/YDR273W/YEL037C/YBL022C/YBR105C/YOR362C/YNR006W/YPR108W/YMR276W/YJL001W/YDR430C/YDL097C/YMR115W/YFR036W/YDL095W/YDL132W/YMR100W"
"GO:0006413","GO:0006413","translational initiation",72,0.44360658914735,1.62468097988497,0.00584919411444167,0.0372582628874624,0.0289962035941339,1667,"tags=40%, list=26%, signal=30%","YNL007C/YLR192C/YGR148C/YLR204W/YPL118W/YGL173C/YNL244C/YJR014W/YDR429C/YJL140W/YPL237W/YPR129W/YDL213C/YLR027C/YDR194C/YGL031C/YGR083C/YGL049C/YMR143W/YDL083C/YAL035W/YDR336W/YDR494W/YBL090W/YDR179C/YPR041W/YJL131C/YFL023W/YMR260C"
"GO:0009395","GO:0009395","phospholipid catabolic process",12,-0.69043310976068,-1.76018151196624,0.00611705454286896,0.038818000257003,0.0302100675484783,1383,"tags=67%, list=21%, signal=53%","YML059C/YPL268W/YMR008C/YPL103C/YCR068W/YPL206C/YPL110C/YKR031C"
"GO:0051058","GO:0051058","negative regulation of small GTPase mediated signal transduction",13,-0.668953428293341,-1.75072830231182,0.00614428974505141,0.0388447980885647,0.0302309229324824,654,"tags=77%, list=10%, signal=69%","YMR055C/YDL240W/YDR389W/YOR371C/YBR140C/YHL023C/YPL115C/YER155C/YAL056W/YJR138W"
"GO:0043603","GO:0043603","amide metabolic process",109,-0.357305627534663,-1.51835842875248,0.006387445194927,0.0402202895215448,0.0313013976820204,1271,"tags=40%, list=20%, signal=33%","YIR038C/YOR245C/YNL314W/YDR319C/YMR020W/YNR033W/YHL003C/YIL083C/YOR311C/YMR297W/YDR135C/YBR281C/YPL103C/YGR038W/YBR221C/YMR220W/YPR069C/YML126C/YNL256W/YHR063C/YMR208W/YGR244C/YIL009W/YLR351C/YLL060C/YLR450W/YJR019C/YGR154C/YNR016C/YKL215C/YLR153C/YKL008C/YIR028W/YIR027C/YLR299W/YMR207C/YDR242W/YIR023W/YNR043W/YMR170C/YIR031C/YBR208C/YMR246W/YML075C"
"GO:0090150","GO:0090150","establishment of protein localization to membrane",117,0.379751119807159,1.49804186604075,0.00640951296285282,0.0402202895215448,0.0313013976820204,1365,"tags=31%, list=21%, signal=25%","YER103W/YJL034W/YHR193C/YHR005C-A/YAL005C/YNL070W/YKL073W/YPL037C/YOL027C/YER019C-A/YOR198C/YEL020W-A/YNL121C/YDR086C/YJR135W-A/YKL122C/YLR378C/YLR099W-A/YDR329C/YJR117W/YER154W/YLL024C/YDL126C/YML055W/YBR091C/YDL100C/YDL092W/YLL050C/YLR380W/YGR181W/YDR252W/YPL210C/YML105C/YOL026C/YPL098C/YBR185C"
"GO:0005996","GO:0005996","monosaccharide metabolic process",87,-0.375188521214494,-1.54360712266345,0.00644328951852843,0.0402824915084296,0.0313498063123722,724,"tags=30%, list=11%, signal=27%","YMR205C/YBR145W/YGL227W/YBR239C/YOR120W/YGR192C/YDL085W/YJR096W/YGR240C/YGL156W/YLR446W/YML051W/YLR044C/YJR009C/YDR050C/YBR196C/YOL136C/YLR134W/YGL253W/YOL086C/YOR047C/YOL126C/YKL152C/YKL060C/YCR012W/YJL052W"
"GO:0016311","GO:0016311","dephosphorylation",28,-0.525426423762645,-1.66008107986889,0.00647437646380704,0.0403274814424586,0.0313848196808359,1515,"tags=46%, list=23%, signal=36%","YJR110W/YNL106C/YJL134W/YOL065C/YGR123C/YPR073C/YOR109W/YIL002C/YOR090C/YDR284C/YKL212W/YOR283W/YNL087W"
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane",33,0.530886104328522,1.68208322134561,0.00662623192404509,0.0411216157639269,0.032002853874645,1771,"tags=48%, list=27%, signal=35%","YHR005C-A/YNL070W/YOL027C/YEL020W-A/YNL121C/YJR135W-A/YLR099W-A/YER154W/YBR091C/YGR181W/YOL026C/YPL098C/YBR185C/YHR117W/YMR060C/YIR004W"
"GO:0009756","GO:0009756","carbohydrate mediated signaling",12,-0.682854490949266,-1.7408606762046,0.00728219125465254,0.0445374595574402,0.0346612306857604,1094,"tags=50%, list=17%, signal=42%","YDL035C/YMR116C/YNL201C/YOR371C/YDL138W/YAL056W"
"GO:0009757","GO:0009757","hexose mediated signaling",12,-0.682854490949266,-1.7408606762046,0.00728219125465254,0.0445374595574402,0.0346612306857604,1094,"tags=50%, list=17%, signal=42%","YDL035C/YMR116C/YNL201C/YOR371C/YDL138W/YAL056W"
"GO:0010182","GO:0010182","sugar mediated signaling pathway",12,-0.682854490949266,-1.7408606762046,0.00728219125465254,0.0445374595574402,0.0346612306857604,1094,"tags=50%, list=17%, signal=42%","YDL035C/YMR116C/YNL201C/YOR371C/YDL138W/YAL056W"
"GO:0010255","GO:0010255","glucose mediated signaling pathway",12,-0.682854490949266,-1.7408606762046,0.00728219125465254,0.0445374595574402,0.0346612306857604,1094,"tags=50%, list=17%, signal=42%","YDL035C/YMR116C/YNL201C/YOR371C/YDL138W/YAL056W"
"GO:0006882","GO:0006882","intracellular zinc ion homeostasis",11,-0.703105099063193,-1.75112523705767,0.0073475696551382,0.0446140200642924,0.0347208138190552,1603,"tags=73%, list=25%, signal=55%","YJR104C/YMR243C/YDR205W/YKL175W/YIL090W/YLR023C/YDR492W/YOL002C"
"GO:0006099","GO:0006099","tricarboxylic acid cycle",30,0.547370410988004,1.69459026066935,0.00734151623468289,0.0446140200642924,0.0347208138190552,485,"tags=40%, list=7%, signal=37%","YER065C/YKL148C/YKL085W/YPL262W/YNL037C/YNR001C/YOR136W/YFR049W/YJL045W/YNL117W/YDR148C/YLR174W"
"GO:0032006","GO:0032006","regulation of TOR signaling",31,-0.50006265924242,-1.64136592833636,0.00776104322482521,0.046955702378154,0.036543225597366,959,"tags=32%, list=15%, signal=28%","YBL104C/YDL188C/YDR128W/YKL176C/YML121W/YHL023C/YOL138C/YEL062W/YJR138W/YGL008C"
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process",24,0.575479051915726,1.71215494433818,0.00787924796512044,0.0473315678474139,0.036835742500357,1254,"tags=58%, list=19%, signal=47%","YPL271W/YML081C-A/YKL016C/YDR322C-A/YJR121W/YOL077W-A/YBL099W/YPL078C/YLR295C/YPR020W/YDR377W/Q0130/YDR298C/YDL004W"
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",24,0.575479051915726,1.71215494433818,0.00787924796512044,0.0473315678474139,0.036835742500357,1254,"tags=58%, list=19%, signal=47%","YPL271W/YML081C-A/YKL016C/YDR322C-A/YJR121W/YOL077W-A/YBL099W/YPL078C/YLR295C/YPR020W/YDR377W/Q0130/YDR298C/YDL004W"
"GO:0045010","GO:0045010","actin nucleation",25,0.558664978199497,1.66852863089815,0.00798925491751305,0.0478222067402909,0.037217581698605,1900,"tags=56%, list=29%, signal=40%","YJL020C/YIL062C/YCR088W/YMR032W/YOR181W/YLR337C/YHR114W/YKL129C/YPR154W/YDL029W/YIR006C/YNR035C/YNL271C/YDR063W"
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process",22,-0.569037143217869,-1.7095391261447,0.00823476485384245,0.0486593325950395,0.0378690740076137,1280,"tags=36%, list=20%, signal=29%","YGR061C/YLR359W/YJR133W/YMR120C/YAR015W/YDR399W/YJR105W/YNL141W"
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process",22,-0.569037143217869,-1.7095391261447,0.00823476485384245,0.0486593325950395,0.0378690740076137,1280,"tags=36%, list=20%, signal=29%","YGR061C/YLR359W/YJR133W/YMR120C/YAR015W/YDR399W/YJR105W/YNL141W"
"GO:0006637","GO:0006637","acyl-CoA metabolic process",25,-0.523925442335161,-1.6393577089067,0.00824441298707422,0.0486593325950395,0.0378690740076137,944,"tags=48%, list=15%, signal=41%","YBR221C/YMR220W/YML126C/YMR208W/YGR244C/YIL009W/YJR019C/YNR016C/YLR153C/YMR207C/YNR043W/YMR246W"
"GO:0035383","GO:0035383","thioester metabolic process",25,-0.523925442335161,-1.6393577089067,0.00824441298707422,0.0486593325950395,0.0378690740076137,944,"tags=48%, list=15%, signal=41%","YBR221C/YMR220W/YML126C/YMR208W/YGR244C/YIL009W/YJR019C/YNR016C/YLR153C/YMR207C/YNR043W/YMR246W"
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process",41,-0.473095611163474,-1.65234869181827,0.00845366763257365,0.0497205260062172,0.0386949466548759,1085,"tags=32%, list=17%, signal=27%","YLR359W/YJR133W/YHL011C/YMR120C/YAR015W/YER099C/YDR399W/YMR271C/YOL061W/YJR105W/YKL181W/YNR012W/YNL141W"
